This is just to give an idea:

Address	Length	Type	String
.rdata:0108486C	00000031	C	Blaze::GameReporting::GetGameReportTypesResponse
.rdata:01083DE0	0000002C	C	Blaze::GameReporting::GetGameReportViewInfo
.rdata:010868F4	0000002F	C	Blaze::GameReporting::GetGameReportViewRequest
.rdata:01086988	00000030	C	Blaze::GameReporting::GetGameReportViewResponse
.rdata:0108682C	00000025	C	Blaze::GameReporting::GetGameReports
.rdata:01083B98	00000037	C	Blaze::GameReporting::IntegratedSample::GameAttributes
.rdata:01083B3C	00000035	C	Blaze::GameReporting::IntegratedSample::PlayerReport
.rdata:010864D4	0000002F	C	Blaze::GameReporting::IntegratedSample::Report
.rdata:01084078	00000029	C	Blaze::GameReporting::ResultNotification
.rdata:01083C48	00000031	C	Blaze::GameReporting::SampleBase::GameAttributes
.rdata:01083BF4	0000002F	C	Blaze::GameReporting::SampleBase::PlayerReport
.rdata:01086528	00000029	C	Blaze::GameReporting::SampleBase::Report
.rdata:01086588	0000002C	C	Blaze::GameReporting::Shooter::EntityReport
.rdata:01086600	0000002B	C	Blaze::GameReporting::Shooter::GroupReport
.rdata:01086668	00000026	C	Blaze::GameReporting::Shooter::Report
.rdata:010866E4	0000002E	C	Blaze::GameReporting::Shooter::StatsMapConfig
.rdata:01083FD4	0000002E	C	Blaze::GameReporting::SubmitGameReportRequest
.rdata:010869E8	00000020	C	Blaze::GameReporting::TableData
.rdata:010840DC	0000002A	C	Blaze::GameReporting::UpdateMetricRequest
.rdata:0109A320	00000017	C	Blaze::GeoLocationData
.rdata:01099FA8	00000017	C	Blaze::HostNameAddress
.rdata:01099F60	00000011	C	Blaze::IpAddress
.rdata:01099FF4	00000015	C	Blaze::IpPairAddress
.rdata:0109A2C8	00000022	C	Blaze::LookupUserSessionIdRequest
.rdata:0109ADCC	00000023	C	Blaze::LookupUserSessionIdResponse
.rdata:0109A264	00000022	C	Blaze::LookupUsersByPrefixRequest
.rdata:0109A9C4	0000001A	C	Blaze::LookupUsersRequest
.rdata:0109AA48	0000001B	C	Blaze::LookupUsersResponse
.rdata:0109AD78	00000013	C	Blaze::NetworkInfo
.rdata:0109AF28	00000017	C	Blaze::NotifyUserAdded
.rdata:0109A5F0	00000019	C	Blaze::NotifyUserRemoved
.rdata:0109A700	00000014	C	Blaze::OnlineStatus
.rdata:0109C2FC	0000002A	C	Blaze::Playgroups::CreatePlaygroupRequest
.rdata:0109BBBC	0000002B	C	Blaze::Playgroups::DestroyPlaygroupRequest
.rdata:0109BC74	00000028	C	Blaze::Playgroups::JoinPlaygroupRequest
.rdata:0109C364	00000029	C	Blaze::Playgroups::JoinPlaygroupResponse
.rdata:0109BDBC	0000002E	C	Blaze::Playgroups::KickPlaygroupMemberRequest
.rdata:0109BCD8	00000029	C	Blaze::Playgroups::LeavePlaygroupRequest
.rdata:0109C1DC	0000002B	C	Blaze::Playgroups::LookupPlaygroupInfoList
.rdata:0109C62C	0000002E	C	Blaze::Playgroups::LookupPlaygroupInfoRequest
.rdata:0109BC0C	0000002A	C	Blaze::Playgroups::NotifyDestroyPlaygroup
.rdata:0109BF1C	0000002C	C	Blaze::Playgroups::NotifyJoinControlsChange
.rdata:0109C3E0	00000027	C	Blaze::Playgroups::NotifyJoinPlaygroup
.rdata:0109BE10	00000026	C	Blaze::Playgroups::NotifyLeaderChange
.rdata:0109C5BC	0000002D	C	Blaze::Playgroups::NotifyMemberAttributesSet
.rdata:0109C42C	0000002F	C	Blaze::Playgroups::NotifyMemberJoinedPlaygroup
.rdata:0109BE5C	00000031	C	Blaze::Playgroups::NotifyMemberPermissionsChange
.rdata:0109BD48	00000033	C	Blaze::Playgroups::NotifyMemberRemoveFromPlaygroup
.rdata:0109C4F8	00000030	C	Blaze::Playgroups::NotifyPlaygroupAttributesSet
.rdata:0109BF6C	00000029	C	Blaze::Playgroups::NotifyXboxSessionInfo
.rdata:0109C0B0	00000027	C	Blaze::Playgroups::PlaygroupCensusData
.rdata:0109C23C	00000021	C	Blaze::Playgroups::PlaygroupInfo
.rdata:0109C298	00000027	C	Blaze::Playgroups::PlaygroupMemberInfo
.rdata:0109BAD8	00000030	C	Blaze::Playgroups::ResetPlaygroupSessionRequest
.rdata:0109BB4C	00000031	C	Blaze::Playgroups::ResetPlaygroupSessionResponse
.rdata:0109BFD8	0000002E	C	Blaze::Playgroups::RetrievePlaygroupIdRequest
.rdata:0109C048	0000002F	C	Blaze::Playgroups::RetrievePlaygroupIdResponse
.rdata:0109BECC	0000002A	C	Blaze::Playgroups::SetJoinControlsRequest
.rdata:0109C568	0000002E	C	Blaze::Playgroups::SetMemberAttributesRequest
.rdata:0109C4A0	00000031	C	Blaze::Playgroups::SetPlaygroupAttributesRequest
.rdata:0109BA60	00000031	C	Blaze::Playgroups::UpdatePlaygroupSessionRequest
.rdata:0109ACC8	00000015	C	Blaze::QosConfigInfo
.rdata:0109A150	00000017	C	Blaze::QosPingSiteInfo
.rdata:01091060	00000025	C	Blaze::Redirector::AddressRemapEntry
.rdata:01091834	00000026	C	Blaze::Redirector::InstanceRemoveInfo
.rdata:01090F7C	0000001D	C	Blaze::Redirector::IpAddress
.rdata:010910BC	00000022	C	Blaze::Redirector::NameRemapEntry
.rdata:0109124C	00000025	C	Blaze::Redirector::ServerAddressInfo
.rdata:01091484	00000026	C	Blaze::Redirector::ServerEndpointInfo
.rdata:01091684	00000022	C	Blaze::Redirector::ServerInfoData
.rdata:0109159C	00000022	C	Blaze::Redirector::ServerInstance
.rdata:01091784	00000027	C	Blaze::Redirector::ServerInstanceError
.rdata:01091724	00000026	C	Blaze::Redirector::ServerInstanceInfo
.rdata:010912B0	00000029	C	Blaze::Redirector::ServerInstanceRequest
.rdata:0109118C	00000025	C	Blaze::Redirector::ServerListRequest
.rdata:01091504	00000026	C	Blaze::Redirector::ServerListResponse
.rdata:010911EC	00000025	C	Blaze::Redirector::ServiceRemoveInfo
.rdata:010917DC	0000001D	C	Blaze::Redirector::SlaveInfo
.rdata:0109110C	0000001A	C	Blaze::Redirector::XboxId
.rdata:01090FD4	00000025	C	Blaze::Redirector::XboxServerAddress
.rdata:0109A3B8	0000001C	C	Blaze::ResumeSessionRequest
.rdata:0109AFC0	00000023	C	Blaze::SetUserInfoAttributeRequest
.rdata:010991CC	0000002E	C	Blaze::Stats::CenteredLeaderboardStatsRequest
.rdata:01098010	00000018	C	Blaze::Stats::DateRange
.rdata:01098058	0000001A	C	Blaze::Stats::EntityCount
.rdata:01098C74	00000023	C	Blaze::Stats::EntityStatAggregates
.rdata:01098C1C	0000001A	C	Blaze::Stats::EntityStats
.rdata:01099240	0000002E	C	Blaze::Stats::FilteredLeaderboardStatsRequest
.rdata:0109815C	0000001F	C	Blaze::Stats::FolderDescriptor
.rdata:01097FBC	00000022	C	Blaze::Stats::GetDateRangeRequest
.rdata:01098EE4	00000024	C	Blaze::Stats::GetEntityCountRequest
.rdata:01098258	00000028	C	Blaze::Stats::GetLeaderboardTreeRequest
.rdata:01098E20	00000022	C	Blaze::Stats::GetStatDescsRequest
.rdata:01097F60	00000022	C	Blaze::Stats::GetStatGroupRequest
.rdata:01098E80	00000025	C	Blaze::Stats::GetStatsByGroupRequest
.rdata:01098CCC	0000001E	C	Blaze::Stats::GetStatsRequest
.rdata:01098D50	0000001F	C	Blaze::Stats::GetStatsResponse
.rdata:01098318	00000024	C	Blaze::Stats::KeyScopeChangeRequest
.rdata:01098AB8	0000001B	C	Blaze::Stats::KeyScopeItem
.rdata:0109896C	00000022	C	Blaze::Stats::KeyScopedStatValues
.rdata:01098B20	00000018	C	Blaze::Stats::KeyScopes
.rdata:010992B4	0000002C	C	Blaze::Stats::LeaderboardEntityCountRequest
.rdata:0109888C	00000025	C	Blaze::Stats::LeaderboardFolderGroup
.rdata:010981C0	0000002C	C	Blaze::Stats::LeaderboardFolderGroupRequest
.rdata:010980FC	00000026	C	Blaze::Stats::LeaderboardGroupRequest
.rdata:01099068	00000027	C	Blaze::Stats::LeaderboardGroupResponse
.rdata:01098910	00000024	C	Blaze::Stats::LeaderboardStatValues
.rdata:01099160	00000027	C	Blaze::Stats::LeaderboardStatValuesRow
.rdata:010990CC	00000026	C	Blaze::Stats::LeaderboardStatsRequest
.rdata:010982B8	00000022	C	Blaze::Stats::LeaderboardTreeNode
.rdata:0109836C	00000018	C	Blaze::Stats::PeriodIds
.rdata:01098A68	0000001A	C	Blaze::Stats::ScopeValues
.rdata:01098634	0000001F	C	Blaze::Stats::StatCategoryList
.rdata:01098B70	00000022	C	Blaze::Stats::StatCategorySummary
.rdata:01097F08	0000001E	C	Blaze::Stats::StatDescSummary
.rdata:0109878C	00000018	C	Blaze::Stats::StatDescs
.rdata:01098728	0000001C	C	Blaze::Stats::StatGroupList
.rdata:01098DC8	00000020	C	Blaze::Stats::StatGroupResponse
.rdata:01098BCC	0000001F	C	Blaze::Stats::StatGroupSummary
.rdata:01098F54	0000001C	C	Blaze::Stats::StatRowUpdate
.rdata:010980A4	00000019	C	Blaze::Stats::StatUpdate
.rdata:010986C0	00000019	C	Blaze::Stats::StatValues
.rdata:01098800	00000021	C	Blaze::Stats::UpdateStatsRequest
.rdata:01098FA8	0000001F	C	Blaze::Stats::WipeStatsRequest
.rdata:0109A8CC	00000022	C	Blaze::UpdateHardwareFlagsRequest
.rdata:0109AD24	00000024	C	Blaze::UpdatePingSiteLatencyRequest
.rdata:0109A7D0	00000029	C	Blaze::UpdateUserSessionAttributeRequest
.rdata:0109A75C	0000002A	C	Blaze::UpdateUserSessionClientDataRequest
.rdata:0109AF70	00000010	C	Blaze::UserData
.rdata:0109AABC	00000018	C	Blaze::UserDataResponse
.rdata:0109A208	0000001A	C	Blaze::UserIdentification
.rdata:0109AE2C	0000001D	C	Blaze::UserManagerCensusData
.rdata:0109A1AC	00000023	C	Blaze::UserSessionDisconnectReason
.rdata:0109AE88	0000001F	C	Blaze::UserSessionExtendedData
.rdata:0109AECC	00000025	C	Blaze::UserSessionExtendedDataUpdate
.rdata:0109A878	00000012	C	Blaze::UserStatus
.rdata:0108FE90	00000018	C	Blaze::Util::ClientData
.rdata:01090480	00000027	C	Blaze::Util::DeleteUserSettingsRequest
.rdata:0108FEE8	00000026	C	Blaze::Util::FetchClientConfigRequest
.rdata:010906D4	00000021	C	Blaze::Util::FetchConfigResponse
.rdata:0109063C	00000024	C	Blaze::Util::FilterUserTextResponse
.rdata:010902F4	0000001E	C	Blaze::Util::FilteredUserText
.rdata:01090068	00000027	C	Blaze::Util::GetTelemetryServerRequest
.rdata:0108FF9C	00000028	C	Blaze::Util::GetTelemetryServerResponse
.rdata:01090000	00000025	C	Blaze::Util::GetTickerServerResponse
.rdata:010903B8	00000023	C	Blaze::Util::GetUserOptionsRequest
.rdata:01090734	00000024	C	Blaze::Util::LocalizeStringsRequest
.rdata:01090794	00000025	C	Blaze::Util::LocalizeStringsResponse
.rdata:0109A100	0000001C	C	Blaze::Util::NetworkQosData
.rdata:010900C4	0000001A	C	Blaze::Util::PingResponse
.rdata:0109083C	0000001E	C	Blaze::Util::PostAuthResponse
.rdata:010904DC	0000001C	C	Blaze::Util::PreAuthRequest
.rdata:010908FC	0000001D	C	Blaze::Util::PreAuthResponse
.rdata:010907EC	00000017	C	Blaze::Util::PssConfig
.rdata:01090354	00000027	C	Blaze::Util::SetConnectionStateRequest
.rdata:0109041C	00000024	C	Blaze::Util::SuspendUserPingRequest
.rdata:01090110	00000019	C	Blaze::Util::UserOptions
.rdata:01090294	00000028	C	Blaze::Util::UserSettingsLoadAllRequest
.rdata:0109089C	00000029	C	Blaze::Util::UserSettingsLoadAllResponse
.rdata:010901C8	00000025	C	Blaze::Util::UserSettingsLoadRequest
.rdata:01090168	00000022	C	Blaze::Util::UserSettingsResponse
.rdata:0109022C	00000025	C	Blaze::Util::UserSettingsSaveRequest
.rdata:010905B8	0000001C	C	Blaze::Util::UserStringList
.rdata:0108FF40	00000016	C	Blaze::Util::UserText
.rdata:0109A044	00000019	C	Blaze::XboxClientAddress
.rdata:0109A084	00000019	C	Blaze::XboxServerAddress


and here the names of components and their commands from me3:

public static string ComponentNames = "Authentication Component=1,Example Component=3,Game Manager Component=4,Redirector Component=5,Play Groups Component=6,Stats Component=7,Util Component=9,Census Data Component=A,Clubs Component=B,Game Report Lagacy Component=C,League Component=D,Mail Component=E,Messaging Component=F,Locker Component=14,Rooms Component=15,Tournaments Component=17,Commerce Info Component=18,Association Lists Component=19,GPS Content Controller Component=1B,Game Reporting Component=1C,Dynamic Filter Component=7D0,RSP Component=801,User Sessions Component=7802";
public static string[] DescComponent1 = { "A", "createAccount", "14", "updateAccount", "1C", "updateParentalEmail", "1D", "listUserEntitlements2", "1E", "getAccount", "1F", "grantEntitlement", "20", "listEntitlements", "21", "hasEntitlement", "22", "getUseCount", "23", "decrementUseCount", "24", "getAuthToken", "25", "getHandoffToken", "26", "getPasswordRules", "27", "grantEntitlement2", "28", "login", "29", "acceptTos", "2A", "getTosInfo", "2B", "modifyEntitlement2", "2C", "consumecode", "2D", "passwordForgot", "2E", "getTermsAndConditionsContent", "2F", "getPrivacyPolicyContent", "30", "listPersonaEntitlements2", "32", "silentLogin", "33", "checkAgeReq", "34", "getOptIn", "35", "enableOptIn", "36", "disableOptIn", "3C", "expressLogin", "46", "logout", "50", "createPersona", "5A", "getPersona", "64", "listPersonas", "6E", "loginPersona", "78", "logoutPersona", "8C", "deletePersona", "8D", "disablePersona", "8F", "listDeviceAccounts", "96", "xboxCreateAccount", "98", "originLogin", "A0", "xboxAssociateAccount", "AA", "xboxLogin", "B4", "ps3CreateAccount", "BE", "ps3AssociateAccount", "C8", "ps3Login", "D2", "validateSessionKey", "E6", "createWalUserSession", "F1", "acceptLegalDocs", "F2", "getLegalDocsInfo", "F6", "getTermsOfServiceContent", "12C", "deviceLoginGuest" };
public static string[] DescComponent4 = { "1", "createGame", "2", "destroyGame", "3", "advanceGameState", "4", "setGameSettings", "5", "setPlayerCapacity", "6", "setPresenceMode", "7", "setGameAttributes", "8", "setPlayerAttributes", "9", "joinGame", "B", "removePlayer", "D", "startMatchmaking", "E", "cancelMatchmaking", "F", "finalizeGameCreation", "11", "listGames", "12", "setPlayerCustomData", "13", "replayGame", "14", "returnDedicatedServerToPool", "15", "joinGameByGroup", "16", "leaveGameByGroup", "17", "migrateGame", "18", "updateGameHostMigrationStatus", "19", "resetDedicatedServer", "1A", "updateGameSession", "1B", "banPlayer", "1D", "updateMeshConnection", "1F", "removePlayerFromBannedList", "20", "clearBannedList", "21", "getBannedList", "26", "addQueuedPlayerToGame", "27", "updateGameName", "28", "ejectHost", "64", "getGameListSnapshot", "65", "getGameListSubscription", "66", "destroyGameList", "67", "getFullGameData", "68", "getMatchmakingConfig", "69", "getGameDataFromId", "6A", "addAdminPlayer", "6B", "removeAdminPlayer", "6C", "setPlayerTeam", "6D", "changeGameTeamId", "6E", "migrateAdminPlayer", "6F", "getUserSetGameListSubscription", "70", "swapPlayersTeam", "96", "registerDynamicDedicatedServerCreator", "97", "unregisterDynamicDedicatedServerCreator" };
public static string[] DescComponent7 = { "1", "getStatDescs", "2", "getStats", "3", "getStatGroupList", "4", "getStatGroup", "5", "getStatsByGroup", "6", "getDateRange", "7", "getEntityCount", "A", "getLeaderboardGroup", "B", "getLeaderboardFolderGroup", "C", "getLeaderboard", "D", "getCenteredLeaderboard", "E", "getFilteredLeaderboard", "F", "getKeyScopesMap", "10", "getStatsByGroupAsync", "11", "getLeaderboardTreeAsync", "12", "getLeaderboardEntityCount", "13", "getStatCategoryList", "14", "getPeriodIds", "15", "getLeaderboardRaw", "16", "getCenteredLeaderboardRaw", "17", "getFilteredLeaderboardRaw", "18", "changeKeyscopeValue" };
public static string[] DescComponent9 = { "1", "fetchClientConfig", "2", "ping", "3", "setClientData", "4", "localizeStrings", "5", "getTelemetryServer", "6", "getTickerServer", "7", "preAuth", "8", "postAuth", "A", "userSettingsLoad", "B", "userSettingsSave", "C", "userSettingsLoadAll", "E", "deleteUserSettings", "14", "filterForProfanity", "15", "fetchQosConfig", "16", "setClientMetrics", "17", "setConnectionState", "18", "getPssConfig", "19", "getUserOptions", "1A", "setUserOptions", "1B", "suspendUserPing" };
public static string[] DescComponentF = { "1", "sendMessage", "2", "fetchMessages", "3", "purgeMessages", "4", "touchMessages", "5", "getMessages" };
public static string[] DescComponent19 = { "1", "addUsersToList", "2", "removeUsersFromList", "3", "clearLists", "4", "setUsersToList", "5", "getListForUser", "6", "getLists", "7", "subscribeToLists", "8", "unsubscribeFromLists", "9", "getConfigListsInfo" };
public static string[] DescComponent1C = { "1", "submitGameReport", "2", "submitOfflineGameReport", "3", "submitGameEvents", "4", "getGameReportQuery", "5", "getGameReportQueriesList", "6", "getGameReports", "7", "getGameReportView", "8", "getGameReportViewInfo", "9", "getGameReportViewInfoList", "A", "getGameReportTypes", "B", "updateMetric", "C", "getGameReportColumnInfo", "D", "getGameReportColumnValues", "64", "submitTrustedMidGameReport", "65", "submitTrustedEndGameReport" };
public static string[] DescComponent7802 = { "3", "fetchExtendedData", "5", "updateExtendedDataAttribute", "8", "updateHardwareFlags", "C", "lookupUser", "D", "lookupUsers", "E", "lookupUsersByPrefix", "14", "updateNetworkInfo", "17", "lookupUserGeoIPData", "18", "overrideUserGeoIPData", "19", "updateUserSessionClientData", "1A", "setUserInfoAttribute", "1B", "resetUserGeoIPData", "20", "lookupUserSessionId", "21", "fetchLastLocaleUsedAndAuthError", "22", "fetchUserFirstLastAuthTime", "23", "resumeSession" };
        
